cycle,use_mercury,cohesion,structural_stability,vitality,viability,rigidity,dissent,identity_drift,light_power,shadow_power,mercury_power,bridge_tension,mercury_motion,alliance_shift,emergence,jester_pulse,judge_closure
129,False,1,0.924179,0.383837,0.667929,0.310465,0.253733,-0.000162,0.551972,0.524085,0.0,0.014432,0.0,0.0,0.979587,0.0,1
130,False,1,0.922159,0.385317,0.667083,0.310446,0.253544,-0.000263,0.54362,0.519192,0.0,0.015832,0.0,0.0,0.979603,0.0,1
131,False,1,0.914306,0.383256,0.660554,0.310428,0.253342,0.00315,0.53756,0.54043,0.0,0.014017,0.0,0.0,0.979619,0.0,1
132,False,1,0.916472,0.383721,0.662311,0.310411,0.25315,0.00237,0.540406,0.522973,0.0,0.014495,0.0,0.0,0.979634,0.0,1
133,False,1,0.925444,0.381439,0.667844,0.310395,0.252943,-0.000734,0.534681,0.53457,0.0,0.012482,0.0,0.0,0.979649,0.0,1
134,False,1,0.923778,0.382619,0.667133,0.310379,0.252752,-0.000626,0.545966,0.525427,0.0,0.01361,0.0,0.0,0.979663,0.0,1
135,False,1,0.922528,0.38489,0.667173,0.310364,0.252586,-0.000118,0.549355,0.520652,0.0,0.015723,0.0,0.0,0.979677,0.0,1
136,False,1,0.914769,0.38727,0.662541,0.310349,0.252446,-0.001481,0.536597,0.505133,0.0,0.017926,0.0,0.0,0.97969,0.0,1
137,False,1,0.913309,0.387918,0.66175,0.310335,0.252316,-0.001539,0.54109,0.518688,0.0,0.018553,0.0,0.0,0.979702,0.0,1
138,False,1,0.905652,0.388331,0.65637,0.310322,0.252193,-0.003751,0.543682,0.522197,0.0,0.018963,0.0,0.0,0.979714,0.2,1
139,False,1,0.910603,0.390189,0.66072,0.310309,0.25209,-0.001696,0.553503,0.522269,0.0,0.020681,0.0,0.0,0.979725,0.2,1
140,False,1,0.911439,0.389442,0.66102,0.310297,0.251983,-0.001539,0.522675,0.506627,0.0,0.020033,0.0,0.0,0.979736,0.2,1
141,False,1,0.904653,0.392866,0.657493,0.310285,0.251909,0.002268,0.545514,0.5031,0.0,0.023166,0.0,0.0,0.979747,0.2,1
